iterations,loss_c,loss_e,total_loss,error_c,error_u,error_v,error_p
29000,9.774747013580054e-06,1.4871155144646764e-05,2.4645902158226818e-05,0.049771897,0.2831302,0.19918017,1.6639193
30000,1.1142009498144034e-05,1.845941733336076e-05,2.9601425922010094e-05,0.037499074,0.2412289,0.2196959,1.5378695
31000,1.3087708794046193e-05,1.3254122677608393e-05,2.6341831471654586e-05,0.04518924,0.27253202,0.23282973,1.6178699
32000,1.2219048585393466e-05,1.45192625495838e-05,2.6738311134977266e-05,0.04289855,0.25630662,0.22459772,1.6412449
33000,1.466712637920864e-05,2.5916495360434055e-05,4.0583621739642695e-05,0.04910037,0.23733386,0.225151,1.5566918
34000,2.1408353859442286e-05,8.287413220386952e-05,0.00010428248788230121,0.045502506,0.23525561,0.15151976,1.774488
35000,7.928832928882912e-06,8.774810339673422e-06,1.6703643268556334e-05,0.038084593,0.23298766,0.16480678,1.707848
36000,1.0280029528075829e-05,1.3641445548273623e-05,2.3921475076349452e-05,0.038377006,0.33264548,0.26518887,1.7006392
37000,1.154629990196554e-05,3.0262101063271984e-05,4.1808401874732226e-05,0.048564225,0.2609818,0.18010646,1.7078726
38000,8.951025847636629e-06,8.032506229938008e-06,1.698353298706934e-05,0.039387655,0.24389045,0.22764404,1.6501445
39000,9.97041479422478e-06,6.601502718694974e-06,1.6571917512919754e-05,0.045205534,0.24635252,0.17650966,1.7474872
40000,9.387075806444045e-06,2.5831581297097728e-05,3.5218658013036475e-05,0.03183432,0.22465283,0.16983065,1.6243514
41000,9.29222642298555e-06,2.8719427064061165e-05,3.801165439654142e-05,0.040147036,0.24511443,0.26968023,1.6191328
42000,8.638286089990288e-06,1.0255802408210002e-05,1.889408849820029e-05,0.032158315,0.20810553,0.17232598,1.7489606
43000,7.934419954835903e-06,8.094824806903489e-06,1.602924385224469e-05,0.034068067,0.21348338,0.16063939,1.771857
44000,1.658957808103878e-05,1.7195581676787697e-05,3.378515975782648e-05,0.04592352,0.2195889,0.16409,1.7552346
45000,8.127073670038953e-06,1.3615706848213449e-05,2.1742780518252403e-05,0.03316562,0.21551895,0.14476073,1.7464921
46000,1.0309832759958226e-05,7.138794899219647e-06,1.744862674968317e-05,0.03291857,0.5642101,0.33284953,1.6535949
47000,2.4654687877045944e-05,3.08134185615927e-05,5.546810643863864e-05,0.04200162,0.20401123,0.1515301,1.8137525
48000,8.563579285691958e-06,6.201043106557336e-06,1.4764622392249294e-05,0.03503752,0.4254336,0.2502791,1.8387593
49000,7.787325557728764e-06,7.88785928307334e-06,1.5675184840802103e-05,0.038909145,0.23018053,0.21298218,1.7086344
50000,6.888107691338519e-06,4.5338624659052584e-06,1.1421970157243777e-05,0.03143298,0.1977552,0.18596028,1.7093174
51000,8.579198947700206e-06,8.384637112612836e-06,1.6963836969807744e-05,0.03231061,0.21012728,0.1545483,1.7675349
52000,8.28995143820066e-06,3.066567296627909e-05,3.8955622585490346e-05,0.03604939,0.22497989,0.16751902,1.811269
53000,7.311343779292656e-06,1.764556873240508e-05,2.495691296644509e-05,0.03535286,0.3668748,0.23693615,1.8729604
54000,7.253739113366464e-06,6.423606464522891e-06,1.3677345123142004e-05,0.034222282,0.4950404,0.2866721,1.8341833
55000,1.2018909728794824e-05,4.735628317575902e-05,5.9375193814048544e-05,0.049784623,0.22054286,0.15752748,1.7853578
56000,1.5989431631169282e-05,2.0986979507142678e-05,3.6976409319322556e-05,0.05058677,0.21743178,0.15667447,1.7409475
57000,8.148151209752541e-06,9.267917448596563e-06,1.7416068658349104e-05,0.03414624,0.5020574,0.28789723,1.8272094
58000,7.780641681165434e-06,4.566163170238724e-06,1.234680530615151e-05,0.035023544,0.23982352,0.19036855,1.6430603
59000,7.151166755647864e-06,9.406980097992346e-06,1.655814776313491e-05,0.03616114,0.18646744,0.13218157,1.891771
60000,8.778875780990347e-06,6.79802724334877e-06,1.5576903024339117e-05,0.027462497,0.20396708,0.12686752,1.9322821
61000,7.797520083840936e-06,1.113566668209387e-05,1.8933187675429508e-05,0.03483327,0.21754928,0.15504096,1.8178887
62000,6.155259598017437e-06,6.042666427674703e-06,1.2197926480439492e-05,0.027644726,0.18709908,0.17071025,1.8050581
63000,8.557482033211272e-06,2.275812585139647e-05,3.1315608794102445e-05,0.032210574,0.2079081,0.17159231,1.7597013
64000,6.785650384699693e-06,6.76100489727105e-06,1.3546655281970743e-05,0.026013466,0.18053122,0.15136802,1.7560952
65000,6.736326213285793e-06,2.0665867850766517e-05,2.740219497354701e-05,0.033357482,0.2213359,0.20252155,1.6658552
66000,5.86067653784994e-06,6.259570454858476e-06,1.2120246537961066e-05,0.031969287,0.506688,0.27997577,1.8295085
67000,5.9117560340382624e-06,6.835673502791906e-06,1.2747429536830168e-05,0.03327817,0.20123185,0.15290867,1.8811159
68000,8.237707334046718e-06,2.000325548578985e-05,2.824096372933127e-05,0.034638815,0.18475871,0.13478397,1.9317956
69000,7.885960258136038e-06,2.0297651644796133e-05,2.818361099343747e-05,0.031531047,0.18374513,0.13638687,1.9456302
70000,7.420502242894145e-06,4.46101876150351e-06,1.1881520549650304e-05,0.032001376,0.2060345,0.23009089,1.7270991
71000,8.245196113421116e-06,5.931683972448809e-06,1.4176879631122574e-05,0.030937396,0.19865023,0.17140366,1.7874453
72000,1.0211631888523698e-05,3.592327993828803e-05,4.613491182681173e-05,0.03125902,0.28797954,0.2508453,1.8722994
73000,5.412207428889815e-06,5.676193723047618e-06,1.1088401151937433e-05,0.024324298,0.18940252,0.12088276,1.9850459
74000,6.966002274566563e-06,2.050414877885487e-05,2.747015059867408e-05,0.0360143,0.20807388,0.15531485,1.8889698
75000,5.652935215039179e-06,7.437633030349389e-06,1.3090568245388567e-05,0.035309106,0.43509066,0.24824297,1.9983753
76000,6.317647603282239e-06,4.715874638350215e-06,1.1033522241632454e-05,0.024420954,0.2358866,0.1885158,1.8722392
77000,8.736821655475069e-06,1.4952053788874764e-05,2.3688875444349833e-05,0.027666755,0.22737382,0.15455537,1.8840389
78000,6.913712240930181e-06,3.814273441093974e-06,1.0727985682024155e-05,0.027543334,0.2343938,0.18413194,1.8842899
79000,7.196436854428612e-06,2.7970996598014608e-05,3.5167431633453816e-05,0.027750991,0.18452302,0.17478468,1.8795292
80000,6.12734402238857e-06,6.8543313318514265e-06,1.2981675354239997e-05,0.033895746,0.17823055,0.1398756,1.884802
81000,6.482336630142527e-06,5.07619142808835e-06,1.1558528058230877e-05,0.034916986,0.28367186,0.22748658,1.9772711
82000,1.0160068086406682e-05,9.889312423183583e-06,2.0049381419084966e-05,0.03186515,0.45653307,0.25874546,1.9828632
83000,7.51924517317093e-06,1.3386883438215591e-05,2.090612906613387e-05,0.037526567,0.21125042,0.22034132,1.7394155
84000,5.939893526374362e-06,7.646345693501644e-06,1.3586239219876006e-05,0.026521422,0.17396015,0.161677,1.9113034
85000,6.674502401438076e-06,1.0614228813210502e-05,1.7288730305153877e-05,0.027740626,0.19330013,0.18208717,1.8626381
86000,5.290740773489233e-06,1.3107736776873935e-05,1.8398477550363168e-05,0.029048147,0.18133074,0.17093669,1.878013
87000,6.503747044916963e-06,2.1128988009877503e-05,2.7632735509541817e-05,0.036526915,0.5639577,0.37679622,1.7647002
88000,5.961084752925672e-06,3.438910880504409e-06,9.39999517868273e-06,0.02749652,0.17713016,0.1691959,1.8986263
89000,5.3005842346465215e-06,2.9019352041359525e-06,8.202519893529825e-06,0.0329576,0.16882277,0.11646775,2.0414646
90000,6.545691121573327e-06,1.2439293641364202e-05,1.898498521768488e-05,0.027596032,0.17137778,0.14151946,1.9562002
91000,6.794006822019583e-06,1.329182578047039e-05,2.008583214774262e-05,0.035119064,0.17054799,0.12909374,1.9265599
92000,8.663025255373213e-06,8.228309161495417e-05,9.094611596083269e-05,0.036753483,0.54840684,0.35761416,1.7808396
93000,6.3901870817062445e-06,1.4194845789461397e-05,2.0585033780662343e-05,0.026793608,0.15986751,0.14888588,1.887681
94000,5.415874511527363e-06,2.977853455377044e-06,8.393728421651758e-06,0.026453262,0.16973525,0.12350447,1.9362525
95000,6.22088282398181e-06,1.2544617675303016e-05,1.8765500499284826e-05,0.03578678,0.2946025,0.21821246,2.0513923
96000,5.462253284349572e-06,2.372738890699111e-06,7.834992175048683e-06,0.032223705,0.18841524,0.14122993,1.950184
97000,5.718079137295717e-06,3.279041720816167e-06,8.997120858111884e-06,0.03251542,0.29195198,0.21877176,2.0508282
98000,7.01800263414043e-06,1.2547893675218802e-05,1.956589585461188e-05,0.024948372,0.18436986,0.12144869,2.0449197
99000,6.636633770540357e-06,1.2524371413746849e-05,1.9161005184287205e-05,0.028943384,0.16624552,0.123195335,2.033357
100000,6.062746251700446e-06,1.5616929886164144e-05,2.167967613786459e-05,0.029013975,0.1721749,0.16211432,1.946957
101000,6.728873813699465e-06,6.5223102865274996e-06,1.3251184100226965e-05,0.034194045,0.17255697,0.13472204,1.992363
102000,6.0990287238382734e-06,4.1718894863151945e-06,1.0270918210153468e-05,0.031444687,0.17825052,0.20455612,1.8415949
103000,5.560269983106991e-06,3.1956210477801505e-06,8.755891030887142e-06,0.032878354,0.21109462,0.17018001,1.767261
104000,5.848009095643647e-06,4.86269527755212e-06,1.0710704373195767e-05,0.032201517,0.36533254,0.20961449,2.1202238
105000,6.484110599558335e-06,3.2055329938884825e-05,3.853944144793786e-05,0.035863064,0.15722996,0.12761329,2.0494943
106000,8.096017154457513e-06,1.2023043382214382e-05,2.0119059627177194e-05,0.036364574,0.21645544,0.16697139,1.7760621
107000,6.6602792685444e-06,7.483211447834037e-06,1.4143490261631086e-05,0.027719773,0.16768788,0.14256257,1.9030974
108000,5.455789050756721e-06,4.035336314700544e-05,4.580915265250951e-05,0.03196626,0.16293672,0.1372585,1.934002
109000,7.153674687288003e-06,1.4740064216312021e-05,2.1893738448852673e-05,0.029348414,0.16414018,0.12147626,1.9643662
110000,5.094724201626377e-06,4.066582732775714e-06,9.161307389149442e-06,0.024207154,0.15521441,0.13857535,1.9946576
111000,6.854847015347332e-06,1.1512900528032333e-05,1.8367747543379664e-05,0.022878796,0.18930124,0.12241041,2.0778978
112000,6.973854397074319e-06,1.4863154319755267e-05,2.1837007807334885e-05,0.03254721,0.18287395,0.14232805,1.890464
113000,7.165588158386527e-06,4.0230079321190715e-06,1.1188596545252949e-05,0.03278291,0.1521605,0.11387144,2.0977774
114000,6.342848791973665e-06,7.014774382696487e-06,1.3357623174670152e-05,0.02439514,0.21099569,0.13733873,1.9668525
115000,4.775181423610775e-06,4.4634325604420155e-06,9.238614438800141e-06,0.023236286,0.17681894,0.107483424,2.1175926
116000,6.019523425493389e-06,1.3903785657021217e-05,1.9923309082514606e-05,0.022488156,0.16583224,0.10824239,2.097164
117000,7.192983957793331e-06,4.70747454528464e-06,1.190045804833062e-05,0.036887594,0.16118465,0.121202655,2.0240192
118000,7.063835710141575e-06,3.199246202711947e-05,3.9056296373018995e-05,0.034450535,0.17337191,0.11375406,2.0447485
119000,5.312991106620757e-06,7.74823911342537e-06,1.3061229765298776e-05,0.031818304,0.1491188,0.14803793,2.0156083
120000,7.1853828558232635e-06,4.181727035756921e-06,1.1367110346327536e-05,0.026678886,0.15547216,0.11665359,1.925453
121000,4.844721843255684e-06,3.6316755540610757e-06,8.47639785206411e-06,0.022030516,0.1737055,0.10545239,2.1272929
122000,5.344079454516759e-06,3.7385461837402545e-06,9.082625183509663e-06,0.03222721,0.14900263,0.13840005,2.0708666
123000,4.937159701512428e-06,5.401697308116127e-06,1.0338857464375906e-05,0.031660832,0.31826633,0.20192629,2.1702218
124000,6.527534878841834e-06,3.2266511880152393e-06,9.754186066857073e-06,0.034671314,0.14872679,0.11485991,2.120587
125000,8.874911145539954e-06,1.674765553616453e-05,2.5622566681704484e-05,0.02509289,0.16333604,0.13121034,2.0664434
126000,7.384297077805968e-06,2.191068597312551e-05,2.9294982596184127e-05,0.03538591,0.16327572,0.15351078,2.0549908
127000,6.48407240078086e-06,1.413211430190131e-05,2.061618579318747e-05,0.02480144,0.16052711,0.12233308,2.0943592
128000,5.495998721016804e-06,3.0551905183529016e-06,8.551189239369705e-06,0.031940695,0.15531485,0.12080498,2.0004077
129000,6.3422312450711615e-06,1.445495945517905e-05,2.079718979075551e-05,0.034557212,0.17007072,0.19589601,1.9035716
130000,4.95682888868032e-06,2.623711225169245e-06,7.580540113849565e-06,0.026233273,0.15364036,0.15160656,2.031484
131000,5.519737442227779e-06,8.007371434359811e-06,1.3527109331334941e-05,0.030950593,0.40274325,0.22303845,2.144214
132000,4.623535005521262e-06,2.3694797164353076e-06,6.99301472195657e-06,0.023723394,0.14864936,0.11685157,1.9640204
133000,4.713100679509807e-06,7.186502898548497e-06,1.1899603123310953e-05,0.032545626,0.16996151,0.13048261,2.0598874
134000,5.0579583330545574e-06,7.735368853900582e-06,1.2793327186955139e-05,0.026015665,0.15392368,0.10868429,2.045705
135000,5.0526191444077995e-06,5.089294973004144e-06,1.0141913662664592e-05,0.02517221,0.14602524,0.10985865,2.1122932
136000,6.4660516727599315e-06,4.57229134553927e-06,1.103834256355185e-05,0.033212543,0.36245131,0.19899173,2.2094347
137000,5.157983650860842e-06,2.4465675778628793e-06,7.604551228723722e-06,0.025711855,0.16506556,0.14789103,1.9425937
138000,4.625769634003518e-06,2.6829488888324704e-06,7.3087185228359886e-06,0.0312692,0.16066103,0.10910036,2.1033642
139000,6.133586794021539e-06,5.392641469370574e-06,1.1526228263392113e-05,0.032047566,0.17287563,0.12616336,2.0056472
140000,6.118861620052485e-06,7.139937224565074e-06,1.325879929936491e-05,0.024377132,0.14696264,0.122790165,1.978444
141000,4.7070639084267896e-06,4.036273821839131e-06,8.743338185013272e-06,0.03019242,0.24276899,0.20199658,2.1341805
142000,5.4073898354545236e-06,7.098425157892052e-06,1.2505814993346576e-05,0.03219222,0.15896046,0.1130385,2.1517856
143000,5.038170911575435e-06,3.685105184558779e-06,8.723276550881565e-06,0.026695253,0.14755419,0.11813928,1.9665543
144000,5.355428129405482e-06,1.6854088244144805e-05,2.2209516828297637e-05,0.02760957,0.15456223,0.15666293,2.0253496
145000,6.2260173763206694e-06,2.1322478005458834e-06,8.358265404240228e-06,0.028511874,0.15282507,0.15622438,2.0094562
146000,4.846851879847236e-06,7.503067081415793e-06,1.234991941601038e-05,0.03224747,0.16539069,0.18072382,1.9258385
147000,6.413752998923883e-06,1.0100759936904069e-05,1.6514513845322654e-05,0.033256076,0.15660419,0.10992643,2.1540031
148000,5.929697636020137e-06,1.580921707500238e-05,2.1738915165769868e-05,0.034360502,0.14579429,0.11784214,2.1637275
149000,5.500003680936061e-06,3.4554875583125977e-06,8.955491466622334e-06,0.027838051,0.19468358,0.14749251,1.8317637
150000,6.267660864978097e-06,4.235886990500148e-06,1.0503547855478246e-05,0.023031285,0.16533251,0.09813405,2.1901991
151000,6.175082035042578e-06,3.41539089276921e-05,4.032899232697673e-05,0.03496083,0.1919284,0.16909139,1.8271196
152000,7.784752597217448e-06,5.057432645116933e-06,1.284218524233438e-05,0.028930692,0.15655163,0.102894306,2.061203
